,id_num,store_name,address,tel,sector,menu,info,large_sector,city_province,city_county_district,detail_address,latitude_geocoding,longitude_geocoding,latitude_v_world,longitude_v_world,check_geo_result
15,34,병산감자옹심이,강원특별자치도 강릉시 공항길43번길 1(병산동),033-652-0785,한식_면류,칼국수 4000원       원,"남항진방면 솔밭 먹거리촌에 위치하며, 자가 소유로 새벽시장에서 재료 구입하여 운영하므로 원가절감, 지역평균가대비 18% 저렴 채소류는 직접재배하여 제공",요식업,강원특별자치도,강릉시,공항길43번길 1 (병산동),0.0,0.0,37.763118634,128.940763079,False
16,35,우연정미용실,강원특별자치도 강릉시 율곡로2692번길 56(입암동),033-641-1758,이미용업,파마 15000원커트       6000원,"아파트 밀집지역에 위치하며, 지역평균가격 보다 47%저렴. 경로우대 파마 50%, 커트 20%. 간단한 차류를 준비하여 서비스를 제공, 지역평균가대비 47% 저렴",이미용업,강원특별자치도,강릉시,율곡로2692번길 56 (입암동),37.7519436,128.9116768,37.751937903,128.911678553,False
17,36,레이디미용실,강원특별자치도 강릉시 강변로 508(입암동),033-653-3341,이미용업,파마 20000원커트       6000원,"아파트 밀집지역에 위치하며, 지역평균가격보다 29%저렴. 노인 파마 및 커트 무료, 지역평균가대비 29% 저렴",이미용업,강원특별자치도,강릉시,강변로 508 (입암동),37.7639168,128.9148916,37.764143375,128.914667666,False
18,37,현미용실,강원특별자치도 강릉시 강변로440번길 36-4(입암동),033-651-3488,이미용업,파마 20000원커트       6000원,"아파트 밀집지역에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 29%, 커트 33% 저렴",이미용업,강원특별자치도,강릉시,강변로440번길 36-4 (입암동),0.0,0.0,37.761915799,128.914697287,False
19,40,연곡반점,강원특별자치도 강릉시 연곡면 진고개로2717-1,033-661-5559,중식,자장면 5000원       원,"면소재지 위치하며, 시골에서 풍부한 인심을 바탕으로 영업, 지역평균가대비 짜장면 26%, 짬뽕 35%, 탕수육 13% 저렴",요식업,강원특별자치도,강릉시,연곡면 진고개로2717-1,0.0,0.0,37.859369736,128.836356554,False
20,42,경남세탁소,강원특별자치도 강릉시 옥계면 현내시장길 62-2,033-534-0701,세탁업,정장한벌 5000원       원,"옥계전통시장에 위치 직업을 천직으로 생각하고 친절을 바탕으로 최소한의 이익만을 남기고 봉사, 지역평균가대비 세탁료 17%, 수선료 7% 저렴",세탁업,강원특별자치도,강릉시,옥계면 현내시장길 62-2,37.6141167,129.037143,37.610148663,129.035949562,False
21,45,옛청기와생선구이갈비탕,강원특별자치도 강릉시 옥가로19번길 17(옥천동),033-648-8227,한식_일반,삼겹살 (200g) 8000원       원,"동부시장부근에 위치하며, 식자재 일부는 직접 농사지어서 사용하여 원가절감하고, 나머지는 도매시장에서 직접 구입, 지역평균가대비 삼겹살 20%, 삼계탕 18% 저렴",요식업,강원특별자치도,강릉시,옥가로19번길 17 (옥천동),0.0,0.0,37.758803039,128.897377131,False
22,49,인태리미용실,강원특별자치도 강릉시 동부시장길 21(옥천동),033-648-5677,이미용업,파마 20000원커트       7000원,"동부시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 30%, 커트 33% 저렴",이미용업,강원특별자치도,강릉시,동부시장길 21 (옥천동),0.0,0.0,37.759854625,128.900319869,False
23,53,현대미용실,강원특별자치도 강릉시 주문진읍 항구윗길 7,033-661-6642,이미용업,파마 20000원커트       6000원,"주문진 전통시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 30%, 커트 33% 저렴",이미용업,강원특별자치도,강릉시,주문진읍 항구윗길 7,37.8936128,128.8280647,37.893612503,128.828061396,False
24,54,이미경헤어아트,강원특별자치도 강릉시 주문진읍 시장길 49,010-2028-3400,이미용업,파마 20000원커트       7000원,"주문진 전통시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 47%, 커트 22% 저렴",이미용업,강원특별자치도,강릉시,주문진읍 시장길 49,0.0,0.0,37.892013637,128.827380108,False
25,60,차미랑헤어숍,강원특별자치도 강릉시 중앙시장2길 23(성남동),033-645-5475,이미용업,파마 20000원커트       6000원,"성남 전통시장에 위치하며, 주 고객은 중,장년층, 지역평균가대비 파마 29%, 커트 33% 저렴",이미용업,강원특별자치도,강릉시,중앙시장2길 23 (성남동),0.0,0.0,37.752634716,128.897350992,False
26,61,새한미용실,강원특별자치도 강릉시 중앙시장3길 37-2(성남동),033-642-9781,이미용업,파마 15000원커트       5000원,"성남 전통시장에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 47%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,중앙시장3길 37-2 (성남동),0.0,0.0,37.752583404,128.898625963,False
27,62,윤미용실,강원특별자치도 강릉시 금성로45번길 12(성남동),033-643-7490,이미용업,파마 15000원커트       5000원,"성남 전통시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 47%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,금성로45번길 12 (성남동),0.0,0.0,37.751595369,128.896911668,False
28,63,소나무식당,강원특별자치도 강릉시 금성로45번길 8-1(성남동),033-648-7094,한식_육류,등심(180g) 25000원       원,"성남 전통시장 부근에 위치하며, 고객대부분 오래된 단골이고, 영업이윤 최소화, 지역평균가대비 등심 16% 저렴",요식업,강원특별자치도,강릉시,금성로45번길 8-1 (성남동),0.0,0.0,37.751963904,128.896505208,False
29,64,행복한미용실,강원특별자치도 강릉시 금성로23번길 12(성남동),033-642-8618,이미용업,파마 15000원커트       6000원,"성남 전통시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 47%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,금성로23번길 12 (성남동),0.0,0.0,37.753085196,128.898666812,False
30,65,예찬미용실,강원특별자치도 강릉시 중앙시장2길 34(성남동),033-644-7863,이미용업,파마 15000원커트       5000원,"성남 전통시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 29%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,중앙시장2길 34 (성남동),0.0,0.0,37.752886224,128.898576157,False
31,69,성미용실,강원특별자치도 강릉시 금성로 21(성남동),033-646-0777,이미용업,파마 20000원커트       5000원,"중앙시장내에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 29%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,금성로 21 (성남동),37.7539844,128.8985777,37.754017881,128.898614048,False
32,70,성규미용실,강원특별자치도 강릉시 중앙시장2길 43-1(성남동),033-641-0178,이미용업,파마 20000원커트       8000원,"버스 승강장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 29%, 커트 33% 저렴",이미용업,강원특별자치도,강릉시,중앙시장2길 43-1 (성남동),0.0,0.0,37.753401048,128.899521313,False
33,71,성남칼국수,강원특별자치도 강릉시 중앙시장1길 10(성남동),033-643-1632,한식_면류,칼국수 3000원       원,"성남 전통시장내에 위치하며, 인건비 절감과 단골손님을 상대로 박리다매, 지역평균가대비 칼국수 38% 저렴",요식업,강원특별자치도,강릉시,중앙시장1길 10 (성남동),0.0,0.0,37.753285726,128.898794316,False
34,73,까꼬뽀꼬미용실,강원특별자치도 강릉시 율곡로 2798(성남동),033-645-1285,이미용업,파마 17000원커트       6000원,"성남 전통시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 47%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,율곡로 2798 (성남동),0.0,0.0,37.75471608,128.901009508,False
35,76,남매식당,강원특별자치도 강릉시 경강로2234번길 6(포남동),033-642-7113,한식_일반,김치찌개 7000원된장찌개       6000원,"주택과 상가가 함께 위치하며 가족이 운영하여 운영비 절감, 지역평균가대비 김치째개 29%, 된장찌개 28% 저렴",요식업,강원특별자치도,강릉시,경강로2234번길 6 (포남동),0.0,0.0,37.76297757,128.907600364,False
36,77,고려퍼크로세탁소,강원특별자치도 강릉시 경강로2323번길 9(포남동),033-651-3249,세탁업,정장한벌 8000원       원,"아파트 밀집지역에 위치하며, 영업이윤 최소화, 지역평균가대비 정장 18% 저렴",세탁업,강원특별자치도,강릉시,경강로2323번길 9 (포남동),0.0,0.0,37.76920437,128.914529439,False
37,82,해동식당,강원특별자치도 강릉시 남구길18번길 39(포남동),033-646-3339,한식_일반,김치찌개 7000원된장찌개       7000원,"(구)포남시장 부근에 위치하며, 영업이윤 최소화, 지역평균가대비 김치찌개 12%, 된장찌개 11% 저렴",요식업,강원특별자치도,강릉시,남구길18번길 39 (포남동),0.0,0.0,37.767308164,128.908768547,False
38,83,영동보양탕,강원특별자치도 강릉시 강릉대로 337-4(포남동),033-653-6537,한식_일반,삼계탕 11000원       원,"(구)포남시장 부근에 위치하며, 전통시장에서 식자재 구입, 가족단위 운영으로 운영비 절감, 지역평균가대비 삼계탕 18% 저렴",요식업,강원특별자치도,강릉시,강릉대로 337-4 (포남동),0.0,0.0,37.766196834,128.904001918,False
39,85,하나세탁소,강원특별자치도 강릉시 강릉대로469번길 21(포남동),033-651-6581,세탁업,정장한벌 8000원       원,"주택 밀집지역에 위치하며, 가족이 운영하여 인건비를 절감, 지역평균가대비 세탁료 17%, 수선료 7% 저렴",세탁업,강원특별자치도,강릉시,강릉대로469번길 21 (포남동),0.0,0.0,37.776066788,128.911969211,False
40,86,이정윤미용실,강원특별자치도 강릉시 보래미하길53번길 16(포남동),033-652-3180,이미용업,파마 20000원커트       6000원,"영업이윤 최소화, 지역평균가대비 파마 29%, 커트 33% 저렴",이미용업,강원특별자치도,강릉시,보래미하길53번길 16 (포남동),0.0,0.0,37.774796335,128.910912529,False
41,88,뉴베스트세탁,강원특별자치도 강릉시 홍제로 41(홍제동),033-642-5840,세탁업,정장한벌 6000원       원,"주택가 위치하며, 영업이윤 최소화, 지역평균가대비 세탁료 17%, 수선료 7% 저렴",세탁업,강원특별자치도,강릉시,홍제로 41 (홍제동),0.0,0.0,37.751930247,128.885991596,False
42,89,화신미용실,강원특별자치도 강릉시 홍제로 38(홍제동),033-642-3295,이미용업,파마 20000원커트       8000원,"아파트 밀집지역에 위치하며, 영업이윤 최소화, 지역평균가대비 파마 47%, 커트 44% 저렴",이미용업,강원특별자치도,강릉시,홍제로 38 (홍제동),37.7515034,128.8864099,37.751517859,128.886411565,False
43,90,우리식당,강원특별자치도 강릉시 용지각길 27(포남동),033-646-1618,한식_일반,김치찌개 7000원된장찌개       6000원,"부부 운영으로 인건비를 절감하여 저렴한 가격 유지하고 있음, 지역평균가대비 김치찌개 11%, 된장찌개 11% 저렴",요식업,강원특별자치도,강릉시,용지각길 27 (포남동),0.0,0.0,37.761982273,128.906139369,False
44,91,서소문,강원특별자치도 강릉시 하평4길 48(포남동),033-653-7244,한식_일반,김치찌개 5000원칼국수       3500원,"식재료 절감이 저렴한 가격의 비결임, 지역평균가대비 김치찌개 12%, 삼겹살 10% 저렴",요식업,강원특별자치도,강릉시,하평4길 48 (포남동),0.0,0.0,37.773433251,128.914806488,False
45,98,고성한우촌,강원특별자치도 고성군 간성읍 수성로 24,033-681-0026,한식_육류,육회비빔밥 9000원등심(150g)       38000원,"소고기 직거래 구입에 따른 저렴한 가격, 신선도 보증, 쾌적하고 깨끗한 환경 및 종사자 친절",요식업,강원특별자치도,고성군,간성읍 수성로 24,38.3782328,128.4640393,38.377726389,128.472589226,False
46,99,교동막국수,강원특별자치도 고성군 간성읍 진부령로 2709-4,033-681-3307,한식_면류,막국수 9000원쌈밥       9000원,"점포 자가소유 및 가족 경영으로 인건비 절약, 야채 직접 재배사용, 진부령 가는 길목 위치, 가격이 저렴하고 맛도 있어 많은 사람들이 찾고 있음.",요식업,강원특별자치도,고성군,간성읍 진부령로 2709-4,38.3771674,128.4196694,38.380688792,128.443333878,False
47,102,고향막국수,강원특별자치도 고성군 간성읍 교동3길 34,033-681-3167,한식_면류,막국수 9000원       원,"자가 점포소유 및 가족 경영으로 인건비 절약. 막국수, 추어탕, 편육 등 엄마의 손 맛으로 많은 손님이 찾고 있으며, 특히 메밀전에 곁들어 마시는 동동주는 피로를 잊게 해줄 만큼 맛이 일품임. 후식인 식혜는 주인의 손 맛이 베어 손님을 유인하는 매개체 역할",요식업,강원특별자치도,고성군,간성읍 교동3길 34,0.0,0.0,38.380578269,128.445717672,False
48,103,행복한밥상,강원특별자치도 고성군 간성읍 간성로 51,033-681-0709,한식_일반,돌솥비빔밥 8000원비빔밥       8000원,한결같은 맛과 가격으로 손님을 맞이하여 많은 손님이 찾고 있음. 점심과 저녁 피크시간대에는 예약을 해야만 먹을 수 있음.,요식업,강원특별자치도,고성군,간성읍 간성로 51,38.3845553,128.4621082,38.379147401,128.469352439,False
49,104,송가네숯불구이,강원특별자치도 고성군 간성읍 간성로 51-5,033-681-8292,한식_육류,삼겹살(200g) 15000원목살(200g)       15000원,"가족경영으로 인건비 최소화. 매월 3일, 13일, 23일 삼겹살 이벤트 진행(1인분 8,000원). 또한 매월1회 경품행사 진행으로 당첨자에게 생고기 제공. 영업주의 남편이 인근에서 정육점(송가네)을 운영하고 있어 즉석에서 생고기를 납품받아 사용, 싱싱한 육질 인증",요식업,강원특별자치도,고성군,간성읍 간성로 51-5,38.3845553,128.4621082,38.378759632,128.469292695,False
50,105,흥부순대국,강원특별자치도 고성군 간성읍 수성안길 16-1,033-681-2723,한식_일반,김치찌개 8000원된장찌개       8000원,"가족경영으로 인건비 최소화. 가격 저렴. 간성 시내권 위치, 접근성 용이, 부담없이 누구나 즐길 수 있는 맛과 가격을 경쟁력으로 생각함.",요식업,강원특별자치도,고성군,간성읍 수성안길 16-1,38.3791354,128.4645194,38.378533751,128.46561991,False
51,106,고기구워,강원특별자치도 고성군 거진읍 거탄진로 144,033-681-8602,한식_육류,삼겹살(180g) 14000원돼지갈비(200g)       13000원,"타 업소에 비해 매우 저렴한 가격으로 손님 유인. 거진 시내권 위치, 접근성 용이. 업소 깨끗, 종업원 친절, 옥외가격표지판 부착 등으로 소비자들의 알권리와 선택권 보장",요식업,강원특별자치도,고성군,거진읍 거탄진로 144,38.4489219,128.4586652,38.447241096,128.456287938,False
52,107,한아름칼국수,강원특별자치도 동해시 발한복개로 32,033-532-4954,한식_면류,홍합칼국수 6000원홍합장칼국수       6000원,인건비 절감 : 가족 운영 재료비 절감 : 야채는 재배하여 사용,요식업,강원특별자치도,동해시,발한복개로 32,37.5513267,129.1069583,37.550811825,129.107719975,False
53,108,까치분식,강원특별자치도 동해시 중앙시장길2-1,033-535-3096,한식_면류,잔치국수 1000원비빔국수       2000원,"재료비 절감 : 재료는 한번에 다량구입, 사용 - 김치대신 계절별 야채사용",요식업,강원특별자치도,동해시,중앙시장길2-1,0.0,0.0,37.550416995,129.109441824,False
54,115,정문분식,강원특별자치도 동해시 효자남길 50-1,033-522-0059,한식_일반,냄비라면 3500원김밥       2500원,싸게 많이 팔아서 이윤 추구,요식업,강원특별자치도,동해시,효자남길 50-1,37.4890814,129.1083296,37.490689481,129.108454984,False
55,122,삼송갈비,강원특별자치도 동해시 송정로 39,033-522-4077,한식_육류,돼지갈비 13000원       원,가족이 운영하여 인건비 절감,요식업,강원특별자치도,동해시,송정로 39,37.4966023,129.1268582,37.497220764,129.125776878,False
56,123,동해닭갈비,강원특별자치도 동해시 효자남길 36,033-522-6868,한식_육류,무뼈닭갈비 11000원닭갈비       10000원,,요식업,강원특별자치도,동해시,효자남길 36,37.4890814,129.1083296,37.489443728,129.108503182,False
57,128,미호회관,강원특별자치도 삼척시 남양길 33,033-574-0666,한식_육류,돼지갈비(250g) 14000원       원,"인건비 최소화와 인근지역 식재료 직거래로 저렴한 가격으로 제공, 강원대(삼척소재)학생 및 군인 10% 할인",요식업,강원특별자치도,삼척시,남양길 33,37.4423009,129.1686402,37.442491552,129.169671484,False
58,131,동해바다,강원특별자치도 삼척시 청석로 27-64,033-574-0987,한식_일반,생선구이백반 7000원       원,"점심특선으로 저렴한 가격의 생선구이백반, 가족운영으로 인건비 절감",요식업,강원특별자치도,삼척시,청석로 27-64,37.4470512,129.1722338,37.448097498,129.173215682,False
59,132,대광세탁소,강원특별자치도 삼척시 봉황로 91-87,033-572-8060,세탁업,신사복드라이 8000원       원,"장애인,국가유공자 50%할인",세탁업,강원특별자치도,삼척시,봉황로 91-87,37.4411097,129.1700832,37.445546426,129.170280048,False
60,134,남천주물럭,강원특별자치도 삼척시 남양길 14-13,033-574-5070,한식_일반,김치찌개 5000원된장찌개       5000원,좋은재료와 저렴하고 맛있는 상차림으로 정성껏모심,요식업,강원특별자치도,삼척시,남양길 14-13,37.4423009,129.1686402,37.442005196,129.168745232,False
61,136,중앙시장식당,강원특별자치도 삼척시 진지로 12-21 중앙시장내 A동 63호,033-572-9337,한식_일반,보리밥 6000원만두국       7000원,마치 집에서 드시는 것처럼 푸짐하고 맛있게 제공하겠음,요식업,강원특별자치도,삼척시,진지로 12-21 중앙시장내 A동 63호,0.0,0.0,0.0,0.0,True
62,137,강화가든,강원특별자치도 삼척시 원당로2길 69,033-575-0011,한식_육류,등심(200g) 29000원       원,신선한 소고기를 사용하며 편안한 가격으로 맛있게 준비하여 드립니다. 2002년 한국관광공사「깨끗하고 맛있는 집 」선정,요식업,강원특별자치도,삼척시,원당로2길 69,37.4375042,129.1541039,37.437504083,129.153416784,False
63,138,대청마루,강원특별자치도 삼척시 사대안2길 26-12,033-574-7979,한식_일반,된장찌개 5000원돼지갈비(300g)       13000원,신선한재료와 푸짐한상차림으로 내집처럼 편안히 모십니다.,요식업,강원특별자치도,삼척시,사대안2길 26-12,37.4469714,129.1662504,37.447055272,129.166492259,False
64,140,보리골돈이,강원특별자치도 삼척시 대학로 4,033-572-1615,한식_일반,보리밥 5000원       원,"보리밥 전문점으로 인건비 절감과 식재료 재래시장과 직접구매로 저렴한 가격제공,<br>보리밥은 2006년 개업가로 가격동결",요식업,강원특별자치도,삼척시,대학로 4,37.4463113,129.1620797,37.441391365,129.163714406,False
65,143,재신밥집,강원특별자치도 삼척시 대학로 30-1,033-573-3782,한식_일반,김치찌개 6000원된장찌개       6000원,저렴하고 맛있는 상차림으로 정성껏모심,요식업,강원특별자치도,삼척시,대학로 30-1,37.4463113,129.1620797,37.443730076,129.163396221,False
66,144,숯불마당갈비,강원특별자치도 삼척시 성당길 75,033-573-8431,한식_육류,돼지갈비(200g) 11000원       원,돼지갈비전문점 으로 저렴하고 맛있는 음식제공,요식업,강원특별자치도,삼척시,성당길 75,37.4447225,129.1613107,37.444888611,129.161926775,False
67,148,태성갈비,강원특별자치도 삼척시 정상안 1길 7-31,033-574-6646,한식_육류,돼지갈비(250g) 12000원       원,고기전문점으로 질좋은고기를 저렴하고 친절서비스로 모십니다.,요식업,강원특별자치도,삼척시,정상안 1길 7-31,0.0,0.0,37.4460213,129.177723282,False
68,149,석미한우집,강원특별자치도 삼척시 청석로 74 206호,033-574-9155,한식_육류,등심(200g) 25000원       원,직영농장에서 공급하는 국내산 한우를 편안한 가격으로 정성껏 모시겠습니다.,요식업,강원특별자치도,삼척시,청석로 74 206호,0.0,0.0,37.447941208,129.177145802,False
69,151,공룡밥그릇,강원특별자치도 삼척시 언장 2길 31,033-574-1050,한식_일반,수제돈가스 7000원       원,돈가스와 돌솥비빔밥 전문점으로 맛도 친절도 위생도 최고인 업소가 되도록 최선을 다해 모시겠습니다.,요식업,강원특별자치도,삼척시,언장 2길 31,0.0,0.0,37.455357979,129.166597277,False
70,160,동강청정한우앤한돈,강원특별자치도 속초시 선사로 7-10,033-637-3775,한식_육류,한우갈비탕 12000원       원,,요식업,강원특별자치도,속초시,선사로 7-10,38.1877656,128.5907568,38.187883794,128.59148446,False
71,161,삼오정,강원특별자치도 속초시 먹거리6길 5,033-635-3501,한식_육류,"냉동삼겹살 (200g, 수입산) 10000원       원",,요식업,강원특별자치도,속초시,먹거리6길 5,38.1949458,128.5739732,38.194211906,128.5738101,False
72,175,심미주헤어샵,강원특별자치도 속초시 만천1길 42-1,033-636-6302,이미용업,커트(남) 9000원커트(여)       10000원,,이미용업,강원특별자치도,속초시,만천1길 42-1,38.2035665,128.5760876,38.201286501,128.576579809,False
73,182,선이미용실,강원특별자치도 양구군 양구읍 장터길11,033-481-5780,이미용업,컷트 5000원퍼머       15000원,저렴한 가격과 질좋은 서비스,이미용업,강원특별자치도,양구군,양구읍 장터길11,0.0,0.0,38.103431098,127.990639487,False
74,191,복골메밀국수,강원특별자치도 양양군 강현면 하복길38번길 17-7,033-671-7288,한식_면류,메밀국수 7000원냉면       8000원,자가건물 및 가족운영을 인건비 등 원가 절감을 통하여 저렴한 가격으로 음식 제공.,요식업,강원특별자치도,양양군,강현면 하복길38번길 17-7,0.0,0.0,38.140776855,128.576865663,False
75,197,광천숯불구이,강원특별자치도 영월군 영월읍 하송로 138,033-373-1019,한식_육류,삼겹살(국내산200g) 12000원       원,AM10:00-PM12:00,요식업,강원특별자치도,영월군,영월읍 하송로 138,37.1771015,128.4572001,37.177723185,128.457263838,False
76,198,청학동,강원특별자치도 영월군 영월읍 단종로15번길 4,033-374-7166,한식_일반,된장찌개 5000원       원,"제목은 돌솥생선구이백반이지만 다른지역 한정식만큼 20여가지의 반찬과 푸짐한 생선, 된장찌개등 가격대비 저렴 AM10:00-PM9:00",요식업,강원특별자치도,영월군,영월읍 단종로15번길 4,37.1849982,128.4657975,37.185106128,128.468024152,False
77,211,시장분식,강원특별자치도 정선군 정선읍 5일장길 39,033-563-3611,한식_일반,칼국수 5000원만두국       5000원,1인경영 및 메뉴 간소화를 통하여 신선하고 저렴한 음식제공,요식업,강원특별자치도,정선군,정선읍 5일장길 39,37.379833,128.6647561,37.380706716,128.66477229,False
78,212,대흥식당,강원특별자치도 정선군 정선읍 5일장길 37-9,033-563-1319,한식_일반,곤드레밥 6000원민물매운탕       30000원,"가족경영으로 인건비 최소화, 같은 가격에 맛있고 푸짐한 음식제공",요식업,강원특별자치도,정선군,정선읍 5일장길 37-9,37.379833,128.6647561,37.380921549,128.664450272,False
79,213,진미옥,강원특별자치도 정선군 정선읍 칠현로 1915,033-563-8185,한식_일반,닭백숙 60000원오리백숙       60000원,메뉴간소화를 통하여 신선하고 저렴한 음식제공,요식업,강원특별자치도,정선군,정선읍 칠현로 1915,37.3677768,128.7039078,37.371329574,128.669651821,False
80,215,돈마을,강원특별자치도 철원군 삼부연로18번길 8-25,033-452-3966,한식_육류,김치삼겹살(200g) 8000원김치오겹살(200g)       8000원,,요식업,강원특별자치도,철원군,삼부연로18번길 8-25,38.14439,127.31028,38.144584405,127.309205,False
81,216,스팅,강원특별자치도 철원군 삼부연로7번길 7-3,033-452-6022,양식,옛돈가스 7000원청양고추돈가스       7000원,,요식업,강원특별자치도,철원군,삼부연로7번길 7-3,0.0,0.0,38.145505234,127.308490439,False
